category,model_type,dataset_mode,training_mode,darcy_weight,run_name,best_state_path,final_state_path,history_csv_path,history_pt_path,summary_json_path,has_best_state,has_final_state,has_history_csv,has_history_pt,has_summary_json,complete_core
quick_thin_darcy_sweep,unet,border_pressure,physics_limited,0.0,border_pressure_physics_limited_unet_darcy_0p0,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p0_best_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p0_final_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p0_history.csv,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p0_history.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,border_pressure,physics_limited,0.001,border_pressure_physics_limited_unet_darcy_0p001,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p001_best_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p001_final_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p001_history.csv,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p001_history.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p001_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,border_pressure,physics_limited,0.01,border_pressure_physics_limited_unet_darcy_0p01,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p01_best_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p01_final_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p01_history.csv,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p01_history.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p01_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,border_pressure,physics_limited,0.1,border_pressure_physics_limited_unet_darcy_0p1,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p1_best_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p1_final_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p1_history.csv,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p1_history.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_0p1_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,border_pressure,physics_limited,1.0,border_pressure_physics_limited_unet_darcy_1p0,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_1p0_best_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_1p0_final_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_1p0_history.csv,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_1p0_history.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_1p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,border_pressure,physics_limited,10.0,border_pressure_physics_limited_unet_darcy_10p0,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_10p0_best_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_10p0_final_state.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_10p0_history.csv,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_10p0_history.pt,recent_analysis_unet_na\physics_tests\border_pressure\border_pressure_physics_limited_unet_darcy_10p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,fixed,physics_limited,0.0,fixed_physics_limited_unet_darcy_0p0,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p0_best_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p0_final_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p0_history.csv,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p0_history.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,fixed,physics_limited,0.001,fixed_physics_limited_unet_darcy_0p001,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p001_best_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p001_final_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p001_history.csv,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p001_history.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p001_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,fixed,physics_limited,0.01,fixed_physics_limited_unet_darcy_0p01,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p01_best_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p01_final_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p01_history.csv,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p01_history.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p01_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,fixed,physics_limited,0.1,fixed_physics_limited_unet_darcy_0p1,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p1_best_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p1_final_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p1_history.csv,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p1_history.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_0p1_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,fixed,physics_limited,1.0,fixed_physics_limited_unet_darcy_1p0,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_1p0_best_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_1p0_final_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_1p0_history.csv,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_1p0_history.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_1p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,unet,fixed,physics_limited,10.0,fixed_physics_limited_unet_darcy_10p0,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_10p0_best_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_10p0_final_state.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_10p0_history.csv,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_10p0_history.pt,recent_analysis_unet_na\physics_tests\fixed\fixed_physics_limited_unet_darcy_10p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border,physics_limited,0.0,border_physics_limited_prof_unet_darcy_0p0,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p0_best_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p0_final_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p0_history.csv,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p0_history.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border,physics_limited,0.001,border_physics_limited_prof_unet_darcy_0p001,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p001_best_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p001_final_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p001_history.csv,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p001_history.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p001_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border,physics_limited,0.01,border_physics_limited_prof_unet_darcy_0p01,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p01_best_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p01_final_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p01_history.csv,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p01_history.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p01_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border,physics_limited,0.1,border_physics_limited_prof_unet_darcy_0p1,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p1_best_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p1_final_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p1_history.csv,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p1_history.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_0p1_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border,physics_limited,1.0,border_physics_limited_prof_unet_darcy_1p0,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_1p0_best_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_1p0_final_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_1p0_history.csv,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_1p0_history.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_1p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border,physics_limited,10.0,border_physics_limited_prof_unet_darcy_10p0,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_10p0_best_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_10p0_final_state.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_10p0_history.csv,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_10p0_history.pt,recent_analysis_prof_unet\physics_tests\border\border_physics_limited_prof_unet_darcy_10p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border_pressure,physics_limited,0.0,border_pressure_physics_limited_prof_unet_darcy_0p0,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p0_best_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p0_final_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p0_history.csv,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p0_history.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border_pressure,physics_limited,0.001,border_pressure_physics_limited_prof_unet_darcy_0p001,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p001_best_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p001_final_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p001_history.csv,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p001_history.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p001_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border_pressure,physics_limited,0.01,border_pressure_physics_limited_prof_unet_darcy_0p01,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p01_best_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p01_final_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p01_history.csv,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p01_history.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p01_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border_pressure,physics_limited,0.1,border_pressure_physics_limited_prof_unet_darcy_0p1,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p1_best_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p1_final_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p1_history.csv,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p1_history.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_0p1_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border_pressure,physics_limited,1.0,border_pressure_physics_limited_prof_unet_darcy_1p0,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_1p0_best_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_1p0_final_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_1p0_history.csv,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_1p0_history.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_1p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,border_pressure,physics_limited,10.0,border_pressure_physics_limited_prof_unet_darcy_10p0,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_10p0_best_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_10p0_final_state.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_10p0_history.csv,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_10p0_history.pt,recent_analysis_prof_unet\physics_tests\border_pressure\border_pressure_physics_limited_prof_unet_darcy_10p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,fixed,physics_limited,0.0,fixed_physics_limited_prof_unet_darcy_0p0,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p0_best_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p0_final_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p0_history.csv,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p0_history.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,fixed,physics_limited,0.001,fixed_physics_limited_prof_unet_darcy_0p001,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p001_best_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p001_final_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p001_history.csv,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p001_history.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p001_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,fixed,physics_limited,0.01,fixed_physics_limited_prof_unet_darcy_0p01,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p01_best_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p01_final_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p01_history.csv,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p01_history.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p01_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,fixed,physics_limited,0.1,fixed_physics_limited_prof_unet_darcy_0p1,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p1_best_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p1_final_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p1_history.csv,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p1_history.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_0p1_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,fixed,physics_limited,1.0,fixed_physics_limited_prof_unet_darcy_1p0,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_1p0_best_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_1p0_final_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_1p0_history.csv,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_1p0_history.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_1p0_summary.json,True,True,True,True,True,True
quick_thin_darcy_sweep,prof_unet,fixed,physics_limited,10.0,fixed_physics_limited_prof_unet_darcy_10p0,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_10p0_best_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_10p0_final_state.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_10p0_history.csv,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_10p0_history.pt,recent_analysis_prof_unet\physics_tests\fixed\fixed_physics_limited_prof_unet_darcy_10p0_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,fixed,physics_limited,5.0,fixed_physics_limited_splitnet_attn_darcy_5p0,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_5p0_best_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_5p0_final_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_5p0_history.csv,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_5p0_history.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_5p0_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,fixed,physics_limited,0.1,fixed_physics_limited_splitnet_attn_darcy_0p1,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_0p1_best_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_0p1_final_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_0p1_history.csv,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_0p1_history.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_0p1_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,fixed,physics_limited,1.0,fixed_physics_limited_splitnet_attn_darcy_1p0,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_1p0_best_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_1p0_final_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_1p0_history.csv,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_1p0_history.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_1p0_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,fixed,physics_limited,10.0,fixed_physics_limited_splitnet_attn_darcy_10p0,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_10p0_best_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_10p0_final_state.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_10p0_history.csv,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_10p0_history.pt,official_darcy\final\fixed_physics_limited_splitnet_attn_darcy_10p0_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,border,physics_limited,5.0,border_physics_limited_splitnet_attn_darcy_5p0,official_darcy\final\border_physics_limited_splitnet_attn_darcy_5p0_best_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_5p0_final_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_5p0_history.csv,official_darcy\final\border_physics_limited_splitnet_attn_darcy_5p0_history.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_5p0_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,border,physics_limited,0.1,border_physics_limited_splitnet_attn_darcy_0p1,official_darcy\final\border_physics_limited_splitnet_attn_darcy_0p1_best_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_0p1_final_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_0p1_history.csv,official_darcy\final\border_physics_limited_splitnet_attn_darcy_0p1_history.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_0p1_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,border,physics_limited,1.0,border_physics_limited_splitnet_attn_darcy_1p0,official_darcy\final\border_physics_limited_splitnet_attn_darcy_1p0_best_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_1p0_final_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_1p0_history.csv,official_darcy\final\border_physics_limited_splitnet_attn_darcy_1p0_history.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_1p0_summary.json,True,True,True,True,True,True
official_darcy,splitnet_attn,border,physics_limited,10.0,border_physics_limited_splitnet_attn_darcy_10p0,official_darcy\final\border_physics_limited_splitnet_attn_darcy_10p0_best_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_10p0_final_state.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_10p0_history.csv,official_darcy\final\border_physics_limited_splitnet_attn_darcy_10p0_history.pt,official_darcy\final\border_physics_limited_splitnet_attn_darcy_10p0_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,fixed,physics_limited,5.0,fixed_physics_limited_prof_unet_darcy_5p0,official_darcy\final\fixed_physics_limited_prof_unet_darcy_5p0_best_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_5p0_final_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_5p0_history.csv,official_darcy\final\fixed_physics_limited_prof_unet_darcy_5p0_history.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_5p0_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,fixed,physics_limited,0.1,fixed_physics_limited_prof_unet_darcy_0p1,official_darcy\final\fixed_physics_limited_prof_unet_darcy_0p1_best_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_0p1_final_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_0p1_history.csv,official_darcy\final\fixed_physics_limited_prof_unet_darcy_0p1_history.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_0p1_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,fixed,physics_limited,1.0,fixed_physics_limited_prof_unet_darcy_1p0,official_darcy\final\fixed_physics_limited_prof_unet_darcy_1p0_best_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_1p0_final_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_1p0_history.csv,official_darcy\final\fixed_physics_limited_prof_unet_darcy_1p0_history.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_1p0_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,fixed,physics_limited,10.0,fixed_physics_limited_prof_unet_darcy_10p0,official_darcy\final\fixed_physics_limited_prof_unet_darcy_10p0_best_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_10p0_final_state.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_10p0_history.csv,official_darcy\final\fixed_physics_limited_prof_unet_darcy_10p0_history.pt,official_darcy\final\fixed_physics_limited_prof_unet_darcy_10p0_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,border,physics_limited,5.0,border_physics_limited_prof_unet_darcy_5p0,official_darcy\final\border_physics_limited_prof_unet_darcy_5p0_best_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_5p0_final_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_5p0_history.csv,official_darcy\final\border_physics_limited_prof_unet_darcy_5p0_history.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_5p0_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,border,physics_limited,0.1,border_physics_limited_prof_unet_darcy_0p1,official_darcy\final\border_physics_limited_prof_unet_darcy_0p1_best_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_0p1_final_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_0p1_history.csv,official_darcy\final\border_physics_limited_prof_unet_darcy_0p1_history.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_0p1_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,border,physics_limited,1.0,border_physics_limited_prof_unet_darcy_1p0,official_darcy\final\border_physics_limited_prof_unet_darcy_1p0_best_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_1p0_final_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_1p0_history.csv,official_darcy\final\border_physics_limited_prof_unet_darcy_1p0_history.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_1p0_summary.json,True,True,True,True,True,True
official_darcy,prof_unet,border,physics_limited,10.0,border_physics_limited_prof_unet_darcy_10p0,official_darcy\final\border_physics_limited_prof_unet_darcy_10p0_best_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_10p0_final_state.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_10p0_history.csv,official_darcy\final\border_physics_limited_prof_unet_darcy_10p0_history.pt,official_darcy\final\border_physics_limited_prof_unet_darcy_10p0_summary.json,True,True,True,True,True,True
